,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.900,1.7993713855743425,0.95374945267926,0.9848410898337687,0.6284442327421955,0.7672761840854443,0.8898817785966872,394807,528,20281,34303,0.9718015909530382,0.987707494237888,0.7772424153598124,0.8699262843843875,394807,528,12159,42425
Q99.910,1.847392544305322,0.9537694562799082,0.9852907377614342,0.6283159900337095,0.7673169858600324,0.8896830392978929,394823,512,20288,34296,0.9709458813697577,0.9879631371073914,0.769895940202257,0.8654036243822076,394823,512,12560,42024
Q99.920,1.8958708703994573,0.9537916825028505,0.985713464413016,0.6282243880990767,0.7673768070536633,0.8901057521216758,394838,497,20293,34291,0.9709792207041712,0.9883116577691023,0.769895940202257,0.8655373049791463,394838,497,12560,42024
Q99.930,1.9452908421277801,0.9538139087257929,0.9861366774045099,0.6281327861644438,0.7674366550273078,0.8894060500714528,394853,482,20298,34286,0.9710125600385847,0.9886604244106715,0.769895940202257,0.8656710268822742,394853,482,12560,42024
Q99.940,1.998137712979275,0.9538227992149698,0.9863060989643269,0.6280961453905907,0.7674606017191977,0.8893873572848416,394859,476,20300,34284,0.97040133890767,0.9887254553636988,0.7647479114758904,0.8624319494230551,394859,476,12841,41743
Q99.950,2.1589661912918103,0.9538850326392084,0.9873538053811143,0.6279312619082515,0.7676543707585838,0.8884753846106963,394896,439,20309,34275,0.9694144946090296,0.9894726745161987,0.7559358053642093,0.8570805421405203,394896,439,13322,41262
Q99.960,2.5123711229323136,0.9540161673545683,0.9897130638310169,0.6274915726220138,0.768037133791526,0.8883258623373016,394979,356,20333,34251,0.9680498045203693,0.9913003103540969,0.7431664956763887,0.8494843201926601,394979,356,14019,40565
Q99.970,3.118272536325401,0.9540806234011011,0.9909975105656227,0.6271984464311886,0.7682037473353529,0.887529448190919,395024,311,20349,34235,0.9671652008472637,0.9923082630524571,0.7350505642679174,0.8445225591209994,395024,311,14462,40122
Q99.980,4.72274449129065,0.9541339663361628,0.992114113417604,0.62692364062729,0.7683326597512236,0.88759798796825,395063,272,20364,34220,0.9635156550401295,0.9929739364037921,0.70425399384435,0.8240565077119307,395063,272,16143,38441
Q99.990,9.075223175620547,0.950715573247629,0.9952931108258452,0.596585079876887,0.7460081097798447,0.8893954126755818,395181,154,22020,32564,0.961706440492622,0.9959111063908876,0.687179393228785,0.8132296985267813,395181,154,17075,37509
Q100.000,18.428876876822176,0.949259755644905,0.997555701795619,0.5831928770335629,0.7360656685357535,0.8892446182142398,395257,78,22751,31833,0.9582991605155595,0.9978320084496081,0.6577018906639308,0.7928270135376868,395257,78,18684,35900
Q_off_f1_best,6.95352029800415,0.9507466899597483,0.9950833689610945,0.596969808002345,0.7462498568647659,0.8892905855240985,395174,161,21999,32585,0.9616908821365624,0.9957260419431909,0.687179393228785,0.813167992715763,395174,161,17075,37509
