,tau,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.000,0.2887880259752282,0.9439232395164463,0.8225572502307591,0.6856954418877327,0.747916791559259,387261,8074,17156,37428,0.9733107514908239,0.8625093658470131,0.9279275978308662,0.8940233699297488,387261,8074,3934,50650
Q99.100,0.32657212159037596,0.9496353788126307,0.8731182795698925,0.6843030924813132,0.767265108253564,389907,5428,17232,37352,0.9791918100813702,0.9032062484396733,0.9279275978308662,0.9154000469899333,389907,5428,3934,50650
Q99.200,0.37721196937561047,0.9523958757020708,0.9008460236886633,0.6827641799794811,0.7767888780040437,391233,4102,17316,37268,0.9799852862404121,0.9237305468270643,0.910175142899018,0.9169027471462715,391233,4102,4903,49681
Q99.300,0.39860778805613517,0.9530337683005163,0.9077744459884444,0.6821779275978309,0.7789713711912807,391552,3783,17348,37236,0.9793340579082013,0.9284227654582609,0.898963066099956,0.9134554525484939,391552,3783,5515,49069
Q99.400,0.44125210505723966,0.9538672516608545,0.9170941014006707,0.6813351897992086,0.7818281197443661,391973,3362,17394,37190,0.9802697818940743,0.9358776296465832,0.898963066099956,0.9170490118207727,391973,3362,5515,49069
Q99.500,0.46521833449602146,0.9543295570980554,0.9223457586737479,0.6808771801260443,0.7834271380088111,392206,3129,17419,37165,0.980787652888631,0.9400551745277597,0.898963066099956,0.9190500271581352,392206,3129,5515,49069
Q99.600,0.5371934030056,0.955516437403177,0.9358954960407525,0.679906199618936,0.7876228273095779,392793,2542,17472,37112,0.974397613792705,0.9472055494402791,0.8355378865601641,0.8878743928435848,392793,2542,8977,45607
Q99.700,0.6958277280926711,0.9556653530968908,0.9580038611059688,0.6636560164150667,0.7841163674145264,393747,1588,18359,36225,0.9742198040091661,0.9655986655401746,0.8165946064780888,0.8848677353714824,393747,1588,10011,44573
Q99.800,1.2076626770496373,0.95488299004932,0.9747168452826008,0.6448409790414773,0.7761839131153866,394422,913,19386,35198,0.9757200740577748,0.9799278899001891,0.8165946064780888,0.8908364145098431,394422,913,10011,44573
Q99.900,1.7993706235885636,0.9544851406586519,0.9841301385419032,0.6350762128096146,0.7719802244788883,394776,559,19919,34665,0.9723083488361238,0.9870730522859191,0.7819873955737945,0.872642522003128,394776,559,11900,42684
Q100.000,18.428874969482422,0.9490019314587737,0.9973590719024115,0.5811776344716401,0.7344052042458127,395251,84,22861,31723,0.958285824781794,0.9976656291685193,0.6577018906639308,0.7927744898860525,395251,84,18684,35900
Qbest,6.95352029800415,0.9510467439694701,0.9950734422041785,0.5994613806243588,0.7481907462242904,395173,162,21863,32721,0.9616886595142681,0.9956996097794059,0.687179393228785,0.8131591783643163,395173,162,17075,37509
