,tau,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.900,1.7993706235885636,0.954484837169605,0.9841301385419032,0.6350762128096146,0.7719802244788883,394773,559,19919,34665,0.9723081641906489,0.9870730522859191,0.7819873955737945,0.872642522003128,394773,559,11900,42684
Q99.910,1.8473922206997846,0.9545115088149788,0.9846031475484347,0.6349846108749817,0.7720580045886887,394790,542,19924,34660,0.9717702860089439,0.987385668070845,0.7772424153598124,0.8698014371969534,394790,542,12159,42425
Q99.920,1.8958708993911566,0.9537713706558557,0.9854027183126922,0.6282610288729298,0.7673099513341164,394824,508,20291,34293,0.9709545781879284,0.9880560519138532,0.769895940202257,0.8654392685036452,394824,508,12560,42024
Q99.930,1.9452909237742224,0.9537935970270006,0.9857418000977377,0.6282243880990767,0.7673853934721554,394836,496,20293,34291,0.9709812498333023,0.9883349012229539,0.769895940202257,0.8655462184873949,394836,496,12560,42024
Q99.940,1.9981384906529962,0.953804710212573,0.9860791532443627,0.6280961453905907,0.7673918882621542,394848,484,20300,34284,0.9703833604495061,0.9885381391053117,0.7647479114758904,0.8623606821538876,394848,484,12841,41743
Q99.950,2.158966286540033,0.953869166688893,0.9870986321094313,0.6279679026821047,0.7676046087180464,394884,448,20307,34277,0.9693942869335609,0.9892591704627187,0.7559358053642093,0.8570004361642469,394884,448,13322,41262
Q99.960,2.5123707129477246,0.954006970189991,0.9895986824997833,0.6274915726220138,0.7680026907337856,394972,360,20333,34251,0.9680407009308404,0.9912034208918754,0.7431664956763887,0.8494487430503932,394972,360,14019,40565
Q99.970,3.1182727558135452,0.9540780945776545,0.9909688250788781,0.6271984464311886,0.7681951285186973,395020,312,20349,34235,0.9671627592706195,0.9922837216204184,0.7350505642679174,0.844513671093898,395020,312,14462,40122
Q99.980,4.722744796561799,0.9541314378684022,0.9920568198289608,0.6269419610142166,0.7683292358468325,395058,274,20363,34221,0.9635109664915229,0.9929226398036937,0.70425399384435,0.824038842860052,395058,274,16143,38441
Q99.990,9.075223480891696,0.9507152446234408,0.9952022980075785,0.5966400410376668,0.7460255646676135,395175,157,22017,32567,0.9616995172432188,0.9958317846333563,0.687179393228785,0.8132032520325202,395175,157,17075,37509
Q100.000,18.428874969473544,0.949001591408174,0.9973590719024115,0.5811776344716401,0.7344052042458127,395248,84,22861,31723,0.9582855466353719,0.9976656291685193,0.6577018906639308,0.7927744898860525,395248,84,18684,35900
