,tau,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,0.07297086715698242,0.2969045676290342,0.06620507235101913,0.8529618121679864,0.12287300475753878,42796,120030,1467,8510,0.3053940035763268,0.0767420215834532,1.0,0.1425448622699737,42796,120030,0,9977
Q91.000,0.0803600944578648,0.3178243433273728,0.06747689174997394,0.8436403728575724,0.12495917337213099,46504,116322,1560,8417,0.3268519643756185,0.07899508309646157,1.0,0.14642343479409434,46504,116322,0,9977
Q92.000,0.09023584425449373,0.34017927929491965,0.06895580266145203,0.8341184724867194,0.1273811254907663,50462,112364,1655,8322,0.34975665931725725,0.08155074750083782,1.0,0.15080336764461372,50462,112364,0,9977
Q93.000,0.10390732288360602,0.3629335138857543,0.07049081860305474,0.8233938057532324,0.12986397084976722,54501,108325,1762,8215,0.37313009612101644,0.08433500701594225,1.0,0.15555157118468338,54501,108325,0,9977
Q94.000,0.12402902245521549,0.38933930545187295,0.07171096866735398,0.8017440112258194,0.13164694458616547,59280,103546,1978,7999,0.4007858659861229,0.08788527434969125,1.0,0.16157085020242914,59280,103546,0,9977
Q95.000,0.15367359668016434,0.4107104622026238,0.07026966334187922,0.7527312819484815,0.12853976431523906,63462,99364,2467,7510,0.42498683471930465,0.0912466503873204,1.0,0.1672337786419484,63462,99364,0,9977
Q96.000,0.19699515998363498,0.43021243844146223,0.06800828011795262,0.6981056429788514,0.12394230854783747,67377,95449,3012,6965,0.4476426913884597,0.09463509950107184,1.0,0.17290711679938994,67377,95449,0,9977
Q97.000,0.25832430422306074,0.45244006180448254,0.06699475132751512,0.6563095118773178,0.12157896691299344,71635,91191,3429,6548,0.4722834673009149,0.09861814012335916,1.0,0.17953124297089387,71635,91191,0,9977
Q98.000,0.3750189244747173,0.5042736526564933,0.06736023779581571,0.5905582840533227,0.12092727328701755,81248,81578,4085,5892,0.5279132885424442,0.10897274862104746,1.0,0.19652917306858922,81248,81578,0,9977
Q99.000,0.6537597477436075,0.6342251002586761,0.07536934809662083,0.473489024756941,0.1300392264813158,104872,57954,5253,4724,0.6646238780576726,0.14686961770031357,1.0,0.25612260615084464,104872,57954,0,9977
Q100.000,264.7657775878906,0.9047528110044386,0.036204922724670865,0.025358324145534728,0.029826112584733274,156091,6735,9724,253,0.906650926199198,0.07941498086386004,0.058233938057532325,0.06719481871277395,156091,6735,9396,581
Qbest,0.14067327976226807,0.4028170807219782,0.07087484118069494,0.7715746216297484,0.1298243542933275,61910,100916,2279,7698,0.41600550916361406,0.08996961034510745,1.0,0.16508645652353768,61910,100916,0,9977
