,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,0.005844977870583549,0.16829745596868884,0.024447031431897557,0.6363636363636364,0.04708520179372198,,151,838,12,21,0.18003913894324852,0.03788748564867968,1.0,0.07300884955752213,151,838,0,33
Q91.000,0.0070674161473289225,0.1917808219178082,0.025149700598802394,0.6363636363636364,0.04838709677419354,,175,814,12,21,0.2035225048923679,0.03896103896103896,1.0,0.07500000000000001,175,814,0,33
Q92.000,0.008264200799167185,0.2025440313111546,0.023170731707317073,0.5757575757575758,0.04454865181711606,,188,801,14,19,0.2162426614481409,0.039568345323741004,1.0,0.07612456747404844,188,801,0,33
Q93.000,0.011534810736775388,0.26614481409001955,0.022636484687083888,0.5151515151515151,0.04336734693877551,,255,734,16,17,0.28180039138943247,0.04302477183833116,1.0,0.08249999999999999,255,734,0,33
Q94.000,0.014451921358704588,0.31604696673189825,0.022922636103151862,0.48484848484848486,0.04377564979480165,,307,682,17,16,0.33268101761252444,0.046153846153846156,1.0,0.08823529411764706,307,682,0,33
Q95.000,0.025408101826906213,0.4706457925636008,0.027881040892193308,0.45454545454545453,0.05253940455341506,,466,523,18,15,0.4882583170254403,0.05935251798561151,1.0,0.11205432937181663,466,523,0,33
Q96.000,0.03846603631973267,0.5606653620352251,0.03153153153153153,0.42424242424242425,0.05870020964360586,,559,430,19,14,0.5792563600782779,0.07127429805615551,1.0,0.13306451612903225,559,430,0,33
Q97.000,0.06278057426214245,0.675146771037182,0.025396825396825397,0.24242424242424243,0.04597701149425287,,682,307,25,8,0.6927592954990215,0.07807807807807808,0.7878787878787878,0.14207650273224043,682,307,7,26
Q98.000,0.10470360845327538,0.7632093933463796,0.027149321266968326,0.18181818181818182,0.047244094488188976,,774,215,27,6,0.7827788649706457,0.1078838174273859,0.7878787878787878,0.1897810218978102,774,215,7,26
Q99.000,0.18589403852820643,0.7954990215264188,0.026881720430107527,0.15151515151515152,0.04566210045662101,,808,181,28,5,0.8160469667318982,0.12560386473429952,0.7878787878787878,0.21666666666666667,808,181,7,26
Q100.000,0.9249207377433777,0.9657534246575342,0.25,0.030303030303030304,0.054054054054054064,,986,3,32,1,0.9667318982387475,0.4,0.06060606060606061,0.10526315789473685,986,3,31,2
Q_off_f1_best,0.05151835083961487,0.6350293542074364,0.03551912568306011,0.3939393939393939,0.06516290726817042,0.40754358550111836,636,353,20,13,0.6545988258317026,0.08549222797927461,1.0,0.1575178997613365,636,353,0,33
