,tau,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,2.4751029014587402,0.15,0.030405405405405407,0.8181818181818182,0.05863192182410425,126,861,6,27,0.15588235294117647,0.03691275167785235,1.0,0.07119741100323625,126,861,0,33
Q91.000,2.7237778902053824,0.15490196078431373,0.030577576443941108,0.8181818181818182,0.05895196506550218,131,856,6,27,0.1607843137254902,0.03712035995500562,1.0,0.07158351409978307,131,856,0,33
Q92.000,2.9061412334442207,0.1568627450980392,0.02957906712172924,0.7878787878787878,0.05701754385964913,134,853,7,26,0.1568627450980392,0.02957906712172924,0.7878787878787878,0.05701754385964913,134,853,7,26
Q93.000,3.167782759666445,0.1607843137254902,0.0286368843069874,0.7575757575757576,0.05518763796909492,139,848,8,25,0.16176470588235295,0.029748283752860413,0.7878787878787878,0.057331863285556776,139,848,7,26
Q94.000,3.4490039825439465,0.15980392156862744,0.027522935779816515,0.7272727272727273,0.05303867403314917,139,848,9,24,0.16176470588235295,0.029748283752860413,0.7878787878787878,0.057331863285556776,139,848,7,26
Q95.000,3.839727818965912,0.1627450980392157,0.02761795166858458,0.7272727272727273,0.05321507760532151,142,845,9,24,0.16470588235294117,0.029850746268656716,0.7878787878787878,0.05752212389380531,142,845,7,26
Q96.000,5.02883243560791,0.1607843137254902,0.023174971031286212,0.6060606060606061,0.04464285714285715,144,843,13,20,0.16666666666666666,0.02991944764096663,0.7878787878787878,0.057649667405764965,144,843,7,26
Q97.000,6.102208113670357,0.20588235294117646,0.023312883435582823,0.5757575757575758,0.044811320754716985,191,796,14,19,0.21274509803921568,0.031630170316301706,0.7878787878787878,0.06081871345029241,191,796,7,26
Q98.000,8.179357433319096,0.5411764705882353,0.019867549668874173,0.2727272727272727,0.03703703703703704,543,444,24,9,0.557843137254902,0.05531914893617021,0.7878787878787878,0.10337972166998012,543,444,7,26
Q99.000,12.265392827987679,0.9686274509803922,1.0,0.030303030303030304,0.05882352941176471,987,0,32,1,0.9696078431372549,1.0,0.06060606060606061,0.1142857142857143,987,0,31,2
Q100.000,12.927144050598145,0.9686274509803922,1.0,0.030303030303030304,0.05882352941176471,987,0,32,1,0.9696078431372549,1.0,0.06060606060606061,0.1142857142857143,987,0,31,2
Qbest,0.6017211675643921,0.07352941176470588,0.03278688524590164,0.9696969696969697,0.06342913776015857,43,944,1,32,0.07450980392156863,0.033776867963152504,1.0,0.06534653465346534,43,944,0,33
