,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
Q91.000,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
Q92.000,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
Q93.000,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
Q94.000,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
Q95.000,2.312142466136474e-45,0.9610516066212269,0.0,0.0,0.0,,987,35,5,0,0.9610516066212269,0.0,0.0,0.0,987,35,5,0
Q96.000,1.337137332261235e-30,0.9698149951314509,0.0,0.0,0.0,,996,26,5,0,0.9698149951314509,0.0,0.0,0.0,996,26,5,0
Q97.000,6.571873271966506e-20,0.9776046738072055,0.0,0.0,0.0,,1004,18,5,0,0.9776046738072055,0.0,0.0,0.0,1004,18,5,0
Q98.000,8.920438632570761e-12,0.9805258033106135,0.0,0.0,0.0,,1007,15,5,0,0.9805258033106135,0.0,0.0,0.0,1007,15,5,0
Q99.000,8.536716573878409e-05,0.9834469328140214,0.0,0.0,0.0,,1010,12,5,0,0.9834469328140214,0.0,0.0,0.0,1010,12,5,0
Q100.000,0.2201310396194458,0.9892891918208374,0.0,0.0,0.0,,1016,6,5,0,0.9892891918208374,0.0,0.0,0.0,1016,6,5,0
Q_off_f1_best,0.0,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0.4828767123287671,0,1022,0,5,0.004868549172346641,0.004868549172346641,1.0,0.009689922480620157,0,1022,0,5
