,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,0.2790298633522702,0.14047483249201773,0.9656126337388246,0.24526861955838902,72833,322499,1877,52707,0.2832017532161559,0.14475327712996874,1.0,0.2528986464103117,72833,322499,0,54584
Q91.000,0.2918722605997564,0.14258290553858816,0.9647698959402022,0.24844782034346102,78657,316675,1923,52661,0.29614639177090835,0.14702404520833165,1.0,0.2563573899300916,78657,316675,0,54584
Q92.000,0.2998070750984628,0.1438771994114848,0.9638538765938737,0.25037953599048185,82277,313055,1973,52611,0.30419233812533897,0.14847173450042025,1.0,0.25855531318758096,82277,313055,0,54584
Q93.000,0.3081619680118067,0.1452343635544425,0.9625714495090136,0.2523880091557364,86106,309226,2043,52541,0.3127028156366966,0.15003435859377148,1.0,0.26092152373121985,86106,309226,0,54584
Q94.000,0.31787266956498544,0.1467884000515155,0.9605195661732375,0.25465929016558264,90587,304745,2155,52429,0.321795624072049,0.15098387191138327,0.992855049098637,0.2621087581585547,90587,304745,390,54194
Q95.000,0.3252207078654682,0.14807025874983748,0.9596951487615418,0.2565566825512658,93938,301394,2200,52384,0.32764115968314084,0.15068462268962737,0.9796460501245786,0.26119364710307214,93938,301394,1111,53473
Q96.000,0.3306817272557544,0.1488559294273808,0.9574051003957204,0.2576524386486053,96520,298812,2325,52259,0.33286213426506284,0.1512276595502937,0.9753773999706874,0.2618558120776321,96520,298812,1344,53240
Q97.000,0.35203904728882723,0.1528048859113901,0.9552432947383849,0.2634647937141557,106247,289085,2443,52141,0.3544817254776447,0.15552472066019135,0.9753773999706874,0.26827308022745766,106247,289085,1344,53240
Q98.000,0.4294379395264894,0.16998605627777724,0.9536677414626997,0.2885412191843465,141156,254176,2529,52055,0.43207176450715246,0.17318552059749656,0.9753773999706874,0.2941436464088398,141156,254176,1344,53240
Q99.000,0.6777798522390847,0.25644535460228496,0.87179393228785,0.3963122126723965,257358,137974,6998,47586,0.6887441211248322,0.2757004194379846,0.962168400996629,0.4285918303227149,257358,137974,2065,52519
Q100.000,0.9523822224593035,0.9822290733523356,0.6186977868972593,0.7591889036261044,394721,611,20813,33771,0.9623574178291059,0.9842809364548495,0.7009196834237139,0.8187771523958312,394721,611,16325,38259
