,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.900,0.8195796548689088,0.37447125915854673,0.7266048658947677,0.49423038580400763,329081,66251,14923,39661,0.8433196418887081,0.43177549252528025,0.9222849186574821,0.5881864970177068,329081,66251,4242,50342
Q99.910,0.9452808968785285,0.8358175501512944,0.6831672284918657,0.7518220949807962,388007,7325,17294,37290,0.9740218174059158,0.8727105272303896,0.9200681518393669,0.895763845536431,388007,7325,4363,50221
Q99.920,0.9512486775309169,0.8934872734284612,0.6791184229810934,0.7716920642851194,390913,4419,17515,37069,0.9790538678331067,0.9181636356902108,0.9083064634325076,0.9132084507561106,390913,4419,5005,49579
Q99.930,0.9530890210617093,0.9134311400908911,0.6775428697054082,0.7779998317064961,391827,3505,17601,36983,0.9759221721387993,0.9309509268926932,0.8657482046020812,0.8971664530827282,391827,3505,7328,47256
Q99.940,0.9548515722934948,0.9328786156372363,0.6765352484244467,0.7842920706389575,392675,2657,17656,36928,0.9712679700210706,0.9434331821762364,0.8118496262641067,0.8727093693072719,392675,2657,10270,44314
Q99.950,0.9555161407907253,0.9596341009413392,0.6611461234061263,0.7829048703763966,393814,1518,18496,36088,0.976486721965878,0.9677302778427329,0.8339989740583321,0.8959015990159901,393814,1518,9061,45523
Q99.960,0.9538469403177482,0.951052308677212,0.6531950754799941,0.7744724294852997,393497,1835,18930,35654,0.9768512344526534,0.9616421747946237,0.8428110801700132,0.8983138552864103,393497,1835,8580,46004
Q99.970,0.954880466575983,0.9666775563541327,0.6505202989887147,0.777695037014324,394108,1224,19076,35508,0.9744530090061256,0.9731213492028635,0.8118496262641067,0.8852000559317633,394108,1224,10270,44314
Q99.980,0.95306457205345,0.9674031451635429,0.6345082808148909,0.7663661005697848,394165,1167,19950,34634,0.9735195014180424,0.9740689716469647,0.8031108017001319,0.8803671125035145,394165,1167,10747,43837
Q99.990,0.9535691106784377,0.9835256299867975,0.6278030191997654,0.7663990338380336,394758,574,20316,34268,0.9681296064154198,0.9861329210252942,0.7478198739557379,0.8505996228263021,394758,574,13765,40819
Q100.000,0.9523822224593035,0.9822290733523356,0.6186977868972593,0.7591889036261044,394721,611,20813,33771,0.9623574178291059,0.9842809364548495,0.7009196834237139,0.8187771523958312,394721,611,16325,38259
