,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.000,0.984171792927165,0.05006645990252548,0.5067264573991032,0.09112903225806453,140037,2144,110,113,0.9841858374764754,0.05090748118636565,0.515695067264574,0.09266720386784852,140037,2144,108,115
Q99.100,0.9857096710766552,0.052813425468904246,0.4798206278026906,0.09515340151178302,140262,1919,116,107,0.9857307379006208,0.05421389847215377,0.49327354260089684,0.09769094138543517,140262,1919,113,110
Q99.200,0.9872264824021797,0.056666666666666664,0.45739910313901344,0.10084033613445378,140483,1698,121,102,0.9872475492261453,0.05823627287853577,0.47085201793721976,0.10365251727541955,140483,1698,118,105
Q99.300,0.9889188505940845,0.061488673139158574,0.4260089686098655,0.1074660633484163,140731,1450,128,95,0.9889469396927053,0.06391220142027114,0.4439461883408072,0.11173814898419863,140731,1450,124,99
Q99.400,0.9905129069408163,0.06414219474497682,0.3721973094170404,0.10942649967040212,140970,1211,140,83,0.9905339737647819,0.06630686198920586,0.38565022421524664,0.11315789473684211,140970,1211,137,86
Q99.500,0.9921490969354794,0.07421503330161751,0.34977578475336324,0.12244897959183675,141208,973,145,78,0.9921842083087554,0.07859848484848485,0.3721973094170404,0.12978889757623144,141208,973,140,83
Q99.600,0.9933850172747957,0.07854630715123095,0.3004484304932735,0.12453531598513011,141395,786,156,67,0.9934131063734165,0.08284714119019837,0.3183856502242152,0.13148148148148148,141395,786,152,71
Q99.700,0.9945436925929046,0.07253086419753087,0.21076233183856502,0.10792192881745122,141580,601,176,47,0.9945577371422151,0.07538461538461538,0.21973094170403587,0.11225658648339061,141580,601,174,49
Q99.800,0.9955689446925649,0.0603448275862069,0.12556053811659193,0.08151382823871907,141745,436,195,28,0.9955900115165305,0.06638115631691649,0.13901345291479822,0.08985507246376812,141745,436,192,31
Q99.900,0.9970085109968821,0.07172995780590717,0.07623318385650224,0.07391304347826086,141961,220,206,17,0.9970295778208478,0.08333333333333333,0.08968609865470852,0.08639308855291576,141961,220,203,20
Q100.000,0.998434032751889,1.0,0.0,0.0,142181,0,223,0,0.998434032751889,1.0,0.0,0.0,142181,0,223,0
Qbest,0.994143422937558,0.08207934336525308,0.26905829596412556,0.12578616352201258,141510,671,163,60,0.9941574674868684,0.08458390177353342,0.27802690582959644,0.1297071129707113,141510,671,161,62
