,tau,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,1.038584399223328,0.7865509395803488,0.006864315366260256,0.9417040358744395,0.013629283489096573,111798,30383,13,210,0.7865509395803488,0.006864315366260256,0.9417040358744395,0.013629283489096573,111798,30383,13,210
Q91.000,1.0918613159656523,0.8128212690654757,0.007637284852097459,0.9192825112107623,0.015148716053944206,115544,26637,18,205,0.8128212690654757,0.007637284852097459,0.9192825112107623,0.015148716053944206,115544,26637,18,205
Q92.000,1.154291524887085,0.8393303558888795,0.008759377303672867,0.905829596412556,0.017350970623604193,119322,22859,21,202,0.8393303558888795,0.008759377303672867,0.905829596412556,0.017350970623604193,119322,22859,21,202
Q93.000,1.242276594638825,0.868479817982641,0.010682178741406664,0.905829596412556,0.02111535044164533,123473,18708,21,202,0.868479817982641,0.010682178741406664,0.905829596412556,0.02111535044164533,123473,18708,21,202
Q94.000,1.3567318797111532,0.8971026094772618,0.013223586560518148,0.8789237668161435,0.026055167829843802,127555,14626,27,196,0.8971026094772618,0.013223586560518148,0.8789237668161435,0.026055167829843802,127555,14626,27,196
Q95.000,1.4990147054195406,0.9214488357068622,0.01675041876046901,0.852017937219731,0.03285491959190731,131028,11153,33,190,0.9214488357068622,0.01675041876046901,0.852017937219731,0.03285491959190731,131028,11153,33,190
Q96.000,1.6696671962738039,0.9403387545293671,0.02107213152715063,0.8161434977578476,0.041083521444695265,133726,8455,41,182,0.9403387545293671,0.02107213152715063,0.8161434977578476,0.041083521444695265,133726,8455,41,182
Q97.000,1.962521271705637,0.957690795202382,0.026908023483365948,0.7399103139013453,0.05192761605035405,136214,5967,58,165,0.957690795202382,0.026908023483365948,0.7399103139013453,0.05192761605035405,136214,5967,58,165
Q98.000,2.6369021415710607,0.9745653211988428,0.037551020408163265,0.6188340807174888,0.07080554130323242,138644,3537,85,138,0.9745653211988428,0.037551020408163265,0.6188340807174888,0.07080554130323242,138644,3537,85,138
Q99.000,4.433309950828607,0.9866998118030392,0.05676392572944297,0.4798206278026906,0.1015180265654649,140403,1778,116,107,0.9867279009016601,0.058761249338274216,0.4977578475336323,0.10511363636363637,140403,1778,112,111
Q100.000,120.37946319580078,0.9982654981601641,0.0,0.0,0.0,142157,24,223,0,0.9982654981601641,0.0,0.0,0.0,142157,24,223,0
Qbest,43.360206604003906,0.9980688744698183,0.24,0.10762331838565023,0.14860681114551086,142105,76,199,24,0.9980969635684391,0.2692307692307692,0.12556053811659193,0.17125382262996944,142105,76,195,28
