,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q90.000,0.1652099400758744,0.9065126050420168,0.05415162454873646,0.75,0.10101010101010101,0.8095909732016926,2574,262,5,15,0.9082633053221288,0.07092198581560284,1.0,0.13245033112582782,2574,262,0,20
Q91.000,0.22373237356543543,0.9180672268907563,0.06147540983606557,0.75,0.11363636363636362,0.8095909732016926,2607,229,5,15,0.9198179271708683,0.08032128514056225,1.0,0.1486988847583643,2607,229,0,20
Q92.000,0.29789794206619263,0.9257703081232493,0.06756756756756757,0.75,0.12396694214876035,0.8095909732016926,2629,207,5,15,0.9275210084033614,0.0881057268722467,1.0,0.16194331983805668,2629,207,0,20
Q93.000,0.3951329812407495,0.9334733893557423,0.061855670103092786,0.6,0.11214953271028037,0.8095909732016926,2654,182,8,12,0.9362745098039216,0.09900990099009901,1.0,0.18018018018018017,2654,182,0,20
Q94.000,0.4744368040561686,0.9457282913165266,0.07006369426751592,0.55,0.12429378531073447,0.8095909732016926,2690,146,9,11,0.9488795518207283,0.12048192771084337,1.0,0.21505376344086022,2690,146,0,20
Q95.000,0.5541060119867334,0.9523809523809523,0.07352941176470588,0.5,0.12820512820512822,0.8095909732016926,2710,126,10,10,0.9558823529411765,0.136986301369863,1.0,0.24096385542168672,2710,126,0,20
Q96.000,0.8033009886741653,0.959733893557423,0.08695652173913043,0.5,0.14814814814814817,0.8095909732016926,2731,105,10,10,0.9632352941176471,0.16,1.0,0.2758620689655173,2731,105,0,20
Q97.000,1.2806643307209098,0.9663865546218487,0.06818181818181818,0.3,0.11111111111111109,0.8095909732016926,2754,82,14,6,0.9712885154061625,0.19607843137254902,1.0,0.3278688524590164,2754,82,0,20
Q98.000,1.8369403696060207,0.9772408963585434,0.09090909090909091,0.25,0.13333333333333333,0.8095909732016926,2786,50,15,5,0.9824929971988795,0.2857142857142857,1.0,0.4444444444444445,2786,50,0,20
Q99.000,3.4614049744606694,0.9845938375350141,0.14705882352941177,0.25,0.18518518518518517,0.8095909732016926,2807,29,15,5,0.9898459383753502,0.40816326530612246,1.0,0.5797101449275363,2807,29,0,20
Q100.000,46.06011199951172,0.9926470588235294,0.0,0.0,0.0,0.8095909732016926,2835,1,20,0,0.9926470588235294,0.0,0.0,0.0,2835,1,20,0
Q_off_f1_best,11.173246383666992,0.9915966386554622,0.25,0.1,0.14285714285714288,0.8095909732016926,2830,6,18,2,0.9978991596638656,0.7692307692307693,1.0,0.8695652173913044,2830,6,0,20
